layer3	KEGG_ID	C00149	layer2	shared.name	ec:1.1.1.37	allosteric_activator
layer3	KEGG_ID	C00149	layer2	shared.name	ec:1.1.1.37	allosteric_inhibitor
layer3	KEGG_ID	C00354	layer2	shared.name	ec:1.1.1.37	allosteric_inhibitor
layer3	KEGG_ID	C00122	layer2	shared.name	ec:1.1.1.40	allosteric_activator
layer3	KEGG_ID	C00711	layer2	shared.name	ec:1.1.1.40	allosteric_inhibitor
layer3	KEGG_ID	C00026	layer2	shared.name	ec:1.1.1.42	allosteric_inhibitor
layer3	KEGG_ID	C00158	layer2	shared.name	ec:1.1.1.42	allosteric_inhibitor
layer3	KEGG_ID	C00311	layer2	shared.name	ec:1.1.1.42	allosteric_inhibitor
layer3	KEGG_ID	C00026	layer2	shared.name	ec:1.14.11.1	allosteric_inhibitor
layer3	KEGG_ID	C00026	layer2	shared.name	ec:1.14.11.8	allosteric_activator
layer3	KEGG_ID	C00158	layer2	shared.name	ec:1.14.11.8	allosteric_inhibitor
layer3	KEGG_ID	C00311	layer2	shared.name	ec:1.14.11.8	allosteric_inhibitor
layer3	KEGG_ID	C00412	layer2	shared.name	ec:1.14.19.1	allosteric_inhibitor
layer3	KEGG_ID	C00510	layer2	shared.name	ec:1.14.19.1	allosteric_inhibitor
layer3	KEGG_ID	C00719	layer2	shared.name	ec:1.2.1.8	allosteric_inhibitor
layer3	KEGG_ID	C00026	layer2	shared.name	ec:1.2.4.2	allosteric_inhibitor
layer3	KEGG_ID	C00091	layer2	shared.name	ec:1.3.5.1	allosteric_activator
layer3	KEGG_ID	C00122	layer2	shared.name	ec:1.3.5.1	allosteric_activator
layer3	KEGG_ID	C00122	layer2	shared.name	ec:1.3.5.1	allosteric_inhibitor
layer3	KEGG_ID	C00025	layer2	shared.name	ec:1.4.1.3	allosteric_inhibitor
layer3	KEGG_ID	C00026	layer2	shared.name	ec:1.4.1.3	allosteric_inhibitor
layer3	KEGG_ID	C00122	layer2	shared.name	ec:1.4.1.3	allosteric_inhibitor
layer3	KEGG_ID	C00217	layer2	shared.name	ec:1.4.3.1	allosteric_activator
layer3	KEGG_ID	C00402	layer2	shared.name	ec:1.4.3.1	allosteric_activator
layer3	KEGG_ID	C00711	layer2	shared.name	ec:1.4.3.1	allosteric_inhibitor
layer3	KEGG_ID	C00025	layer2	shared.name	ec:1.5.1.8	allosteric_inhibitor
layer3	KEGG_ID	C00077	layer2	shared.name	ec:1.5.1.8	allosteric_inhibitor
layer3	KEGG_ID	C01602	layer2	shared.name	ec:1.5.1.8	allosteric_inhibitor
layer3	KEGG_ID	C00025	layer2	shared.name	ec:1.5.1.9	allosteric_inhibitor
layer3	KEGG_ID	C00021	layer2	shared.name	ec:2.1.1.1	allosteric_inhibitor
layer3	KEGG_ID	C00021	layer2	shared.name	ec:2.1.1.100	allosteric_inhibitor
layer3	KEGG_ID	C00021	layer2	shared.name	ec:2.1.1.125	allosteric_inhibitor
layer3	KEGG_ID	C00021	layer2	shared.name	ec:2.1.1.17	allosteric_inhibitor
layer3	KEGG_ID	C00021	layer2	shared.name	ec:2.1.1.2	allosteric_inhibitor
layer3	KEGG_ID	C00021	layer2	shared.name	ec:2.1.1.20	allosteric_inhibitor
layer3	KEGG_ID	C00021	layer2	shared.name	ec:2.1.1.28	allosteric_inhibitor
layer3	KEGG_ID	C00021	layer2	shared.name	ec:2.1.1.37	allosteric_inhibitor
layer3	KEGG_ID	C00134	layer2	shared.name	ec:2.1.1.37	allosteric_inhibitor
layer3	KEGG_ID	C00021	layer2	shared.name	ec:2.1.1.4	allosteric_inhibitor
layer3	KEGG_ID	C00025	layer2	shared.name	ec:2.1.1.4	allosteric_inhibitor
layer3	KEGG_ID	C00719	layer2	shared.name	ec:2.1.1.5	allosteric_activator
layer3	KEGG_ID	C00021	layer2	shared.name	ec:2.1.1.5	allosteric_inhibitor
layer3	KEGG_ID	C00049	layer2	shared.name	ec:2.1.1.5	allosteric_inhibitor
layer3	KEGG_ID	C16433	layer2	shared.name	ec:2.1.1.5	allosteric_inhibitor
layer3	KEGG_ID	C00021	layer2	shared.name	ec:2.1.1.57	allosteric_inhibitor
layer3	KEGG_ID	C00021	layer2	shared.name	ec:2.1.1.6	allosteric_inhibitor
layer3	KEGG_ID	C00021	layer2	shared.name	ec:2.1.1.67	allosteric_inhibitor
layer3	KEGG_ID	C00021	layer2	shared.name	ec:2.1.1.77	allosteric_inhibitor
layer3	KEGG_ID	C00021	layer2	shared.name	ec:2.1.1.8	allosteric_inhibitor
layer3	KEGG_ID	C00021	layer2	shared.name	ec:2.1.1.96	allosteric_inhibitor
layer3	KEGG_ID	C00025	layer2	shared.name	ec:2.1.2.5	allosteric_inhibitor
layer3	KEGG_ID	C00049	layer2	shared.name	ec:2.1.2.5	allosteric_inhibitor
layer3	KEGG_ID	C00122	layer2	shared.name	ec:2.1.2.5	allosteric_inhibitor
layer3	KEGG_ID	C00158	layer2	shared.name	ec:2.1.2.5	allosteric_inhibitor
layer3	KEGG_ID	C00217	layer2	shared.name	ec:2.1.2.5	allosteric_inhibitor
layer3	KEGG_ID	C16433	layer2	shared.name	ec:2.1.2.5	allosteric_inhibitor
layer3	KEGG_ID	C00041	layer2	shared.name	ec:2.1.3.3	allosteric_inhibitor
layer3	KEGG_ID	C00077	layer2	shared.name	ec:2.1.3.3	allosteric_inhibitor
layer3	KEGG_ID	C01602	layer2	shared.name	ec:2.1.3.3	allosteric_inhibitor
layer3	KEGG_ID	C00077	layer2	shared.name	ec:2.1.4.1	allosteric_inhibitor
layer3	KEGG_ID	C01602	layer2	shared.name	ec:2.1.4.1	allosteric_inhibitor
layer3	KEGG_ID	C00091	layer2	shared.name	ec:2.3.1.21	allosteric_inhibitor
layer3	KEGG_ID	C02990	layer2	shared.name	ec:2.3.1.21	allosteric_inhibitor
layer3	KEGG_ID	C00026	layer2	shared.name	ec:2.3.1.37	allosteric_inhibitor
layer3	KEGG_ID	C00091	layer2	shared.name	ec:2.3.1.37	allosteric_inhibitor
