kinase-layer4	rno04910	3750	false
enzyme-layer4	rno01100	3450	true
metabolite-layer4	rno01100	3001	false
kinase-layer3	rno04910	2750	false
enzyme-layer3	rno01100	2450	true
metabolite-layer3	rno01100	2001	false
kinase-layer2	rno04910	1750	false
enzyme-layer2	rno01100	1450	true
metabolite-layer2	rno01100	1001	false
kinase-layer	rno04910	750	false
enzyme-layer	rno01100	450	true
metabolite-layer	rno01100	1	false
