layer1	node	KEGG_ID	rno:84027	layer2	edge	shared.name	rn:R01518	kinase2enzyme	rno:24642
layer1	node	KEGG_ID	rno:84027	layer2	edge	shared.name	rn:R01518	kinase2enzyme	rno:24959
layer1	node	KEGG_ID	rno:84027	layer2	edge	shared.name	rn:R01516	kinase2enzyme	rno:296973
layer1	node	KEGG_ID	rno:84027	layer2	edge	shared.name	rn:R01518	kinase2enzyme	rno:296973
layer1	node	KEGG_ID	rno:84027	layer2	edge	shared.name	rn:R01662	kinase2enzyme	rno:296973
layer1	node	KEGG_ID	rno:361696	layer2	edge	shared.name	rn:R00756	kinase2enzyme	rno:25741
layer1	node	KEGG_ID	rno:361696	layer2	edge	shared.name	rn:R03236	kinase2enzyme	rno:25741
layer1	node	KEGG_ID	rno:361696	layer2	edge	shared.name	rn:R03237	kinase2enzyme	rno:25741
layer1	node	KEGG_ID	rno:361696	layer2	edge	shared.name	rn:R03238	kinase2enzyme	rno:25741
layer1	node	KEGG_ID	rno:361696	layer2	edge	shared.name	rn:R03239	kinase2enzyme	rno:25741
layer1	node	KEGG_ID	rno:361696	layer2	edge	shared.name	rn:R04779	kinase2enzyme	rno:25741
layer1	node	KEGG_ID	rno:361696	layer2	edge	shared.name	rn:R00756	kinase2enzyme	rno:60416
layer1	node	KEGG_ID	rno:361696	layer2	edge	shared.name	rn:R03236	kinase2enzyme	rno:60416
layer1	node	KEGG_ID	rno:361696	layer2	edge	shared.name	rn:R03237	kinase2enzyme	rno:60416
layer1	node	KEGG_ID	rno:361696	layer2	edge	shared.name	rn:R03238	kinase2enzyme	rno:60416
layer1	node	KEGG_ID	rno:361696	layer2	edge	shared.name	rn:R03239	kinase2enzyme	rno:60416
layer1	node	KEGG_ID	rno:361696	layer2	edge	shared.name	rn:R04779	kinase2enzyme	rno:60416
layer1	node	KEGG_ID	rno:361696	layer2	edge	shared.name	rn:R00756	kinase2enzyme	rno:65152
layer1	node	KEGG_ID	rno:361696	layer2	edge	shared.name	rn:R03236	kinase2enzyme	rno:65152
layer1	node	KEGG_ID	rno:361696	layer2	edge	shared.name	rn:R03237	kinase2enzyme	rno:65152
layer1	node	KEGG_ID	rno:361696	layer2	edge	shared.name	rn:R03238	kinase2enzyme	rno:65152
layer1	node	KEGG_ID	rno:361696	layer2	edge	shared.name	rn:R03239	kinase2enzyme	rno:65152
layer1	node	KEGG_ID	rno:361696	layer2	edge	shared.name	rn:R04779	kinase2enzyme	rno:65152
layer1	node	KEGG_ID	rno:83840	layer2	edge	shared.name	rn:R00756	kinase2enzyme	rno:25741
layer1	node	KEGG_ID	rno:83840	layer2	edge	shared.name	rn:R03236	kinase2enzyme	rno:25741
layer1	node	KEGG_ID	rno:83840	layer2	edge	shared.name	rn:R03237	kinase2enzyme	rno:25741
layer1	node	KEGG_ID	rno:83840	layer2	edge	shared.name	rn:R03238	kinase2enzyme	rno:25741
layer1	node	KEGG_ID	rno:83840	layer2	edge	shared.name	rn:R03239	kinase2enzyme	rno:25741
layer1	node	KEGG_ID	rno:83840	layer2	edge	shared.name	rn:R04779	kinase2enzyme	rno:25741
layer1	node	KEGG_ID	rno:83840	layer2	edge	shared.name	rn:R00756	kinase2enzyme	rno:60416
layer1	node	KEGG_ID	rno:83840	layer2	edge	shared.name	rn:R03236	kinase2enzyme	rno:60416
layer1	node	KEGG_ID	rno:83840	layer2	edge	shared.name	rn:R03237	kinase2enzyme	rno:60416
layer1	node	KEGG_ID	rno:83840	layer2	edge	shared.name	rn:R03238	kinase2enzyme	rno:60416
layer1	node	KEGG_ID	rno:83840	layer2	edge	shared.name	rn:R03239	kinase2enzyme	rno:60416
layer1	node	KEGG_ID	rno:83840	layer2	edge	shared.name	rn:R04779	kinase2enzyme	rno:60416
layer1	node	KEGG_ID	rno:83840	layer2	edge	shared.name	rn:R00756	kinase2enzyme	rno:65152
layer1	node	KEGG_ID	rno:83840	layer2	edge	shared.name	rn:R03236	kinase2enzyme	rno:65152
layer1	node	KEGG_ID	rno:83840	layer2	edge	shared.name	rn:R03237	kinase2enzyme	rno:65152
layer1	node	KEGG_ID	rno:83840	layer2	edge	shared.name	rn:R03238	kinase2enzyme	rno:65152
layer1	node	KEGG_ID	rno:83840	layer2	edge	shared.name	rn:R03239	kinase2enzyme	rno:65152
layer1	node	KEGG_ID	rno:83840	layer2	edge	shared.name	rn:R04779	kinase2enzyme	rno:65152
layer1	node	KEGG_ID	rno:24679	layer2	edge	shared.name	rn:R00756	kinase2enzyme	rno:25741
layer1	node	KEGG_ID	rno:24679	layer2	edge	shared.name	rn:R03236	kinase2enzyme	rno:25741
layer1	node	KEGG_ID	rno:24679	layer2	edge	shared.name	rn:R03237	kinase2enzyme	rno:25741
layer1	node	KEGG_ID	rno:24679	layer2	edge	shared.name	rn:R03238	kinase2enzyme	rno:25741
layer1	node	KEGG_ID	rno:24679	layer2	edge	shared.name	rn:R03239	kinase2enzyme	rno:25741
layer1	node	KEGG_ID	rno:24679	layer2	edge	shared.name	rn:R04779	kinase2enzyme	rno:25741
layer1	node	KEGG_ID	rno:24679	layer2	edge	shared.name	rn:R00756	kinase2enzyme	rno:60416
layer1	node	KEGG_ID	rno:24679	layer2	edge	shared.name	rn:R03236	kinase2enzyme	rno:60416
layer1	node	KEGG_ID	rno:24679	layer2	edge	shared.name	rn:R03237	kinase2enzyme	rno:60416
layer1	node	KEGG_ID	rno:24679	layer2	edge	shared.name	rn:R03238	kinase2enzyme	rno:60416
layer1	node	KEGG_ID	rno:24679	layer2	edge	shared.name	rn:R03239	kinase2enzyme	rno:60416
layer1	node	KEGG_ID	rno:24679	layer2	edge	shared.name	rn:R04779	kinase2enzyme	rno:60416
layer1	node	KEGG_ID	rno:24679	layer2	edge	shared.name	rn:R00756	kinase2enzyme	rno:65152
layer1	node	KEGG_ID	rno:24679	layer2	edge	shared.name	rn:R03236	kinase2enzyme	rno:65152
layer1	node	KEGG_ID	rno:24679	layer2	edge	shared.name	rn:R03237	kinase2enzyme	rno:65152
layer1	node	KEGG_ID	rno:24679	layer2	edge	shared.name	rn:R03238	kinase2enzyme	rno:65152
layer1	node	KEGG_ID	rno:24679	layer2	edge	shared.name	rn:R03239	kinase2enzyme	rno:65152
layer1	node	KEGG_ID	rno:24679	layer2	edge	shared.name	rn:R04779	kinase2enzyme	rno:65152
layer1	node	KEGG_ID	rno:25636	layer2	edge	shared.name	rn:R00756	kinase2enzyme	rno:25741
layer1	node	KEGG_ID	rno:25636	layer2	edge	shared.name	rn:R03236	kinase2enzyme	rno:25741
layer1	node	KEGG_ID	rno:25636	layer2	edge	shared.name	rn:R03237	kinase2enzyme	rno:25741
