layer3	node	KEGG_ID	C00149	layer2	edge	shared.name	rn:R07136	activator	ec:1.1.1.37
layer3	node	KEGG_ID	C00149	layer2	edge	shared.name	rn:R00342	activator	ec:1.1.1.37
layer3	node	KEGG_ID	C00149	layer2	edge	shared.name	rn:R07136	inhibitor	ec:1.1.1.37
layer3	node	KEGG_ID	C00149	layer2	edge	shared.name	rn:R00342	inhibitor	ec:1.1.1.37
layer3	node	KEGG_ID	C00354	layer2	edge	shared.name	rn:R07136	inhibitor	ec:1.1.1.37
layer3	node	KEGG_ID	C00354	layer2	edge	shared.name	rn:R00342	inhibitor	ec:1.1.1.37
layer3	node	KEGG_ID	C00122	layer2	edge	shared.name	rn:R00216	activator	ec:1.1.1.40
layer3	node	KEGG_ID	C00122	layer2	edge	shared.name	rn:R00217	activator	ec:1.1.1.40
layer3	node	KEGG_ID	C00711	layer2	edge	shared.name	rn:R00216	inhibitor	ec:1.1.1.40
layer3	node	KEGG_ID	C00711	layer2	edge	shared.name	rn:R00217	inhibitor	ec:1.1.1.40
layer3	node	KEGG_ID	C00026	layer2	edge	shared.name	rn:R00267	inhibitor	ec:1.1.1.42
layer3	node	KEGG_ID	C00026	layer2	edge	shared.name	rn:R01899	inhibitor	ec:1.1.1.42
layer3	node	KEGG_ID	C00026	layer2	edge	shared.name	rn:R00268	inhibitor	ec:1.1.1.42
layer3	node	KEGG_ID	C00158	layer2	edge	shared.name	rn:R00267	inhibitor	ec:1.1.1.42
layer3	node	KEGG_ID	C00158	layer2	edge	shared.name	rn:R01899	inhibitor	ec:1.1.1.42
layer3	node	KEGG_ID	C00158	layer2	edge	shared.name	rn:R00268	inhibitor	ec:1.1.1.42
layer3	node	KEGG_ID	C00311	layer2	edge	shared.name	rn:R00267	inhibitor	ec:1.1.1.42
layer3	node	KEGG_ID	C00311	layer2	edge	shared.name	rn:R01899	inhibitor	ec:1.1.1.42
layer3	node	KEGG_ID	C00311	layer2	edge	shared.name	rn:R00268	inhibitor	ec:1.1.1.42
layer3	node	KEGG_ID	C00026	layer2	edge	shared.name	rn:R02397	inhibitor	ec:1.14.11.1
layer3	node	KEGG_ID	C00026	layer2	edge	shared.name	rn:R03451	activator	ec:1.14.11.8
layer3	node	KEGG_ID	C00158	layer2	edge	shared.name	rn:R03451	inhibitor	ec:1.14.11.8
layer3	node	KEGG_ID	C00311	layer2	edge	shared.name	rn:R03451	inhibitor	ec:1.14.11.8
layer3	node	KEGG_ID	C00412	layer2	edge	shared.name	rn:R12173	inhibitor	ec:1.14.19.1
layer3	node	KEGG_ID	C00412	layer2	edge	shared.name	rn:R02222	inhibitor	ec:1.14.19.1
layer3	node	KEGG_ID	C00510	layer2	edge	shared.name	rn:R12173	inhibitor	ec:1.14.19.1
layer3	node	KEGG_ID	C00510	layer2	edge	shared.name	rn:R02222	inhibitor	ec:1.14.19.1
