layer1	KEGG_ID	mmu:11651	layer2	name	V$CREB1_Q6	2	CREB1
layer1	KEGG_ID	mmu:26413	layer2	name	V$CREB1_Q6	1	CREB1
layer1	KEGG_ID	mmu:11651	layer2	name	V$FOXO1_08	2	FOXO1A
